Product,Model,GA Date,EOL Date,EOPS Date,EOSL Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Include?,GA Updated?,EOL Updated?,EOPS Updated?,EOSL Updated?,Date Red to Black,Longest Proudct Name
Connectrix - McData,ED-QPM-04-U,1-Jun-06,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-QPM-L04,1-Jun-06,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-QPM-L04-U,1-Jun-06,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-QPM-L10,1-Jun-06,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-QPM-L10-U,1-Jun-06,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-UPM-04,1-Oct-02,31-Jan-08,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-UPM-04-U,1-Oct-02,31-Jan-08,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-UPM-L10,1-Oct-02,31-Jan-08,31-Jan-13,31-Jan-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-UPM-L10-U,1-Oct-02,31-Jan-08,31-Jan-13,31-Jan-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,ED-XPM-01,1-Mar-06,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-XPM-01-U,1-Mar-06,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-XPM-L10,1-Mar-06,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,ED-XPM-L10-U,1-Mar-06,31-Jan-09,31-Jan-14,31-Jan-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,19
Connectrix - McData,MP-1620M,1-May-04,31-Jan-08,31-Jan-13,31-Jan-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - McData,MP2640M,1-Mar-05,31-Jan-08,31-Jan-13,31-Jan-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Connectrix - Miscellaneous,SP-1004,1-Jan-02,30-Apr-04,30-Sep-09,30-Sep-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,26
Connectrix - Miscellaneous,SP-1010,1-Apr-04,31-Jan-07,31-Mar-12,31-Mar-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,26
Connectrix - Miscellaneous,SP-1020,1-Jul-06,31-Jul-09,31-Jul-14,31-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,26
Connectrix - Miscellaneous,SP-HUB-ETH,1-Jul-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,26
Connectrix - Miscellaneous,SP-KVM,1-Apr-04,31-Jul-09,31-Jul-14,31-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,1-Dec-15,26
Connectrix - QLogic,DP3-SCQ1,1-Oct-01,31-Jul-03,30-Aug-08,30-Aug-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,19
Data Domain,DD120,12-Feb-08,1-Nov-09,31-Dec-14,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD140,15-Aug-10,30-Jun-12,31-Mar-17,31-Mar-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,11
Data Domain,DD160,6-Feb-12,30-Jun-15,30-Jun-20,30-Jun-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes, , , ,1-Dec-15,11
Data Domain,DD200,20-Nov-06,20-Nov-06,28-Feb-09,28-Feb-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD2200,9-May-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,11
Data Domain,DD2500,15-Nov-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,11
Data Domain,DD410,31-Oct-05,31-Oct-07,10-Nov-10,10-Nov-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD4200,15-Nov-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,11
Data Domain,DD430,31-Oct-05,31-Oct-07,10-Nov-10,10-Nov-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD4500,15-Nov-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,11
Data Domain,DD460,31-Oct-05,31-Oct-07,10-Nov-10,10-Nov-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD460g,31-Oct-05,31-Oct-07,10-Nov-10,10-Nov-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD510,23-Apr-07,1-Nov-09,31-Dec-14,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD530,23-Apr-07,1-Nov-09,31-Dec-14,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD560,22-Nov-06,31-Dec-07,30-Jun-11,30-Jun-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD560g,22-Nov-06,31-Dec-07,30-Jun-11,30-Jun-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD565,23-Apr-07,31-Mar-10,31-Mar-15,31-Mar-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD580,23-Apr-07,31-Jul-09,31-Dec-13,31-Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD580g,23-Apr-07,31-Jul-09,31-Dec-13,31-Dec-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,11
Data Domain,DD610,15-Aug-10,30-Jun-12,31-Mar-17,31-Mar-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,11
Data Domain,DD620,6-Feb-12,31-Dec-14,31-Dec-19,31-Dec-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,11
Data Domain,DD630,15-Aug-10,30-Jun-12,31-Mar-17,31-Mar-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,11
Data Domain,DD640,6-Oct-11,31-Mar-14,31-Mar-19,31-Mar-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,11
Data Domain,DD660,8-Aug-09,10-Dec-10,31-Dec-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,11
Data Domain,DD670,15-Jul-10,31-Mar-14,31-Mar-19,31-Mar-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,11
Data Domain,DD690,24-Nov-08,30-Jun-11,30-Jun-16,30-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,11
Data Domain,DD690g,24-Nov-08,30-Sep-10,30-Sep-14,30-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,11
Data Domain,DD7200,15-Nov-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,11
Data Domain,DD860,18-Jan-11,31-Mar-14,31-Mar-19,31-Mar-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,11
Data Domain,DD880,8-Aug-09,30-Sep-11,30-Sep-16,30-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,11
Data Domain,DD880g,8-Aug-09,30-Sep-10,30-Sep-14,30-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,11
Data Domain,DD890,18-Jan-11,31-Mar-14,31-Mar-19,31-Mar-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,11
Data Domain,DD9500,4-May-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,31-Jul-15,11
Data Domain,DD990,21-Nov-12,31-Dec-15,31-Dec-20,31-Dec-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,31-Oct-15,11
Data Domain,DS60-3TB SAS,15-Oct-15, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,31-Jul-15,11
Data Domain,DS60-4TB SAS,15-Oct-15, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,31-Jul-15,11
Data Domain,ES20-16TB SATA,8-Aug-09,30-Jun-12,30-Jun-17,30-Jun-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,31-Jul-15,11
Data Domain,ES20-32TB SATA,15-Jul-10,30-Jun-12,30-Jun-17,30-Jun-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,31-Jul-15,11
Data Domain,ES20-8TB SATA,23-Apr-07,21-Mar-11,31-Dec-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,31-Jul-15,11
Data Domain,ES30-15 SATA,6-Oct-11, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,31-Jul-15,11
Data Domain,ES30-30 SAS,6-Oct-11, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,31-Jul-15,11
Data Domain,ES30-30 SATA,6-Oct-11, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,31-Jul-15,11
Data Domain,ES30-45 SAS,8-Apr-13, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,31-Jul-15,11
Data Domain,ES30-45 SATA,8-Apr-13, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,31-Jul-15,11
Data Domain,ES30-60 SAS,15-Oct-15, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,31-Jul-15,11
Disk Library for Mainframe (DLm),DLm1000,9-Apr-12,13-Jan-14,31-Jan-19,31-Jan-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,32
Disk Library for Mainframe (DLm),DLm120,31-Aug-09,2-Feb-12,28-Feb-17,28-Feb-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,32
Disk Library for Mainframe (DLm),DLm2000,17-Feb-12,10-Mar-14,31-Mar-19,31-Mar-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,32
Disk Library for Mainframe (DLm),DLm2100D,4-Sep-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,32
Disk Library for Mainframe (DLm),DLm2100V,27-Nov-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,32
Disk Library for Mainframe (DLm),DLm4020,1-Dec-08,9-Apr-10,9-Apr-15,9-Apr-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,32
Disk Library for Mainframe (DLm),DLm4080,14-Mar-08,9-Apr-10,9-Apr-15,9-Apr-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,32
Disk Library for Mainframe (DLm),DLm6000,9-Sep-11,13-Jan-14,31-Jan-19,31-Jan-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,32
Disk Library for Mainframe (DLm),DLm8000,15-Nov-12,12-May-14,31-May-19,31-May-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,32
Disk Library for Mainframe (DLm),DLm8100V,4-Sep-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,32
Disk Library for Mainframe (DLm),DLm8100X ,4-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,32
Disk Library for Mainframe (DLm),DLm960,31-Aug-09,31-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,32
Elastic Cloud Storage (ECS),C90,2-Feb-16,31-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Sep-16,27
Elastic Cloud Storage (ECS),C70,14-Dec-14,30-May-16,30-May-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,30-Aug-16,27
Elastic Cloud Storage (ECS),U1100,26-Jun-14,31-Dec-16,31-Dec-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U1500,26-Jun-14,31-Dec-16,31-Dec-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U1800,26-Jun-14,31-Dec-16,31-Dec-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U2100,26-Jun-14,31-Dec-16,31-Dec-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U2500,26-Jun-14,31-Dec-16,31-Dec-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U300,26-Jun-14,31-Dec-16,31-Dec-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U3000,26-Jun-14,31-Dec-16,31-Dec-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U700,26-Jun-14,31-Dec-16,31-Dec-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U2000,2-Feb-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U2800,4-Nov-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U400,4-Nov-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U4000,4-Nov-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
Elastic Cloud Storage (ECS),U400T,4-Nov-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,3-May-16,27
EMC Data Manager (EDM),"2640, 3/176, 3/164, 6/176, 9/88 Tape Libraries",1-Nov-97,31-Jul-99,31-Jul-04,31-Jul-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),"520 Series (2/52, 4/52) Tape Library",1-Mar-95,31-Mar-00,31-Mar-05,31-Mar-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),7100 Series Tape Library,1-Feb-99,30-Nov-02,31-Mar-07,31-Mar-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),DLT7000 Tape Drives,,30-Sep-01,30-Sep-06,30-Sep-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),Exabyte 18D Tape Drive,1-Sep-97,30-Sep-99,31-Dec-04,31-Dec-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),FC230 Bridge,,31-Mar-05,31-Mar-09,31-Mar-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),FC470 Bridge,,31-Dec-05,31-Mar-09,31-Mar-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),LTO-1 Tape Drives,,31-Mar-05,31-Mar-09,31-Mar-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),LTO-II Tape Drives,,31-Dec-05,31-Mar-09,31-Mar-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),P-3000 Series Tape Library,1-Jul-99,30-Sep-01,30-Sep-06,30-Sep-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),P-7000 Series Tape Library,1-Nov-01,31-Dec-04,31-Mar-09,31-Mar-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),Quantum DLT4700 Tape Library,1-Feb-95,31-May-98,31-May-03,31-May-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),Sparc 1000,1-Nov-95,30-Apr-97,31-May-03,31-May-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),Sparc 20 Server,1-Nov-95,30-Apr-97,31-May-03,31-May-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),Ultra 2 Server,1-May-99,30-Sep-01,30-Sep-06,30-Sep-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),Ultra Enterprise 3000 Server,1-Nov-98,31-Dec-01,31-Dec-06,31-Dec-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),Ultra Enterprise 3500 Server,1-Dec-01,30-Nov-02,31-Dec-07,31-Dec-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),Ultra Enterprise 4000 Server,1-Nov-98,31-Dec-01,31-Dec-06,31-Dec-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),Ultra Enterprise 4500 Server,1-Dec-01,30-Nov-02,31-Dec-07,31-Dec-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),Ultra Enterprise 6500 Server,1-Feb-01,30-Nov-02,31-Dec-07,31-Dec-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Data Manager (EDM),V880 Server,1-Oct-02,30-Jun-05,30-Jun-08,30-Jun-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Disk Library (EDL),3D 4000,29-Aug-08,31-Jan-10,31-Jan-15,31-Jan-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,22
EMC Disk Library (EDL),DL210BA,10-Apr-06,13-Aug-08,31-Aug-11,31-Aug-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,22
EMC Disk Library (EDL),DL210BA2,13-Aug-06,31-May-08,31-May-13,31-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,22
EMC Disk Library (EDL),DL300 1.2,1-Dec-04,30-Sep-05,30-Sep-10,30-Sep-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Disk Library (EDL),DL310,1-Sep-05,30-Apr-07,30-Apr-12,30-Apr-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
