Product,Model,GA Date,EOL Date,EOPS Date,EOSL Date,Include?,GA Updated?,EOL Updated?,EOPS Updated?,EOSL Updated?,Date Red to Black,,,,,,,,,,
Connectrix - McData,ED-QPM-L04,01-Jun-2006,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-QPM-L04-U,01-Jun-2006,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-QPM-L10,01-Jun-2006,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-QPM-L10-U,01-Jun-2006,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-UPM-04,01-Oct-2002,31-Jan-2008,31-Jan-2014,31-Jan-2014,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-UPM-04-U,01-Oct-2002,31-Jan-2008,31-Jan-2014,31-Jan-2014,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-UPM-L10,01-Oct-2002,31-Jan-2008,31-Jan-2013,31-Jan-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-UPM-L10-U,01-Oct-2002,31-Jan-2008,31-Jan-2013,31-Jan-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-XPM-01,01-Mar-2006,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-XPM-01-U,01-Mar-2006,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-XPM-L10,01-Mar-2006,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,ED-XPM-L10-U,01-Mar-2006,31-Jan-2009,31-Jan-2014,31-Jan-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - McData,MP-1620M,01-May-2004,31-Jan-2008,31-Jan-2013,31-Jan-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - McData,MP2640M,01-Mar-2005,31-Jan-2008,31-Jan-2013,31-Jan-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Miscellaneous,SP-1004,01-Jan-2002,30-Apr-2004,30-Sep-2009,30-Sep-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Miscellaneous,SP-1010,01-Apr-2004,31-Jan-2007,31-Mar-2012,31-Mar-2012,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Miscellaneous,SP-1020,01-Jul-2006,31-Jul-2009,31-Jul-2014,31-Jul-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - Miscellaneous,SP-HUB-ETH,01-Jul-2006,,,,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Connectrix - Miscellaneous,SP-KVM,01-Apr-2004,31-Jul-2009,31-Jul-2014,31-Jul-2014,Yes,No,No,Yes,Yes,31-Jan-2010,,,,,,,,,,
Connectrix - QLogic,DP3-SCQ1,01-Oct-2001,31-Jul-2003,30-Aug-2008,30-Aug-2008,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Data Domain,DD120,12-Feb-2008,01-Nov-2009,31-Dec-2014,31-Dec-2014,Yes,No,No,No,No,01-Jul-2011,,,,,,,,,,
Data Domain,DD140,15-Aug-2010,30-Jun-2012,31-Mar-2017,31-Mar-2017,Yes,No,Yes,Yes,Yes,30-Sep-2012,,,,,,,,,,
Data Domain,DD160,06-Feb-2012, , , ,Yes,Yes, , , ,31-May-2013,,,,,,,,,,
Data Domain,DD200,20-Nov-2006,20-Nov-2006,28-Feb-2009,28-Feb-2009,Yes,No,No,No,No,01-Jul-2011,,,,,,,,,,
Data Domain,DD2200,09-May-2014,,,,Yes,Yes,No,No,No,30-Aug-2014,,,,,,,,,,
Data Domain,DD2500,15-Nov-2013,,,,Yes,Yes,No,No,No,30-Dec-2013,,,,,,,,,,
Data Domain,DD410,31-Oct-2005,31-Oct-2007,10-Nov-2010,10-Nov-2010,Yes,No,No,No,No,01-Jul-2011,,,,,,,,,,
Data Domain,DD4200,15-Nov-2013,,,,Yes,Yes,No,No,No,30-Dec-2013,,,,,,,,,,
Data Domain,DD430,31-Oct-2005,31-Oct-2007,10-Nov-2010,10-Nov-2010,Yes,No,No,No,No,01-Jul-2011,,,,,,,,,,
Data Domain,DD4500,15-Nov-2013,,,,Yes,Yes,No,No,No,30-Dec-2013,,,,,,,,,,
Data Domain,DD460,31-Oct-2005,31-Oct-2007,10-Nov-2010,10-Nov-2010,Yes,No,No,No,No,01-Jul-2011,,,,,,,,,,
Data Domain,DD460g,31-Oct-2005,31-Oct-2007,10-Nov-2010,10-Nov-2010,Yes,No,No,No,No,01-Jul-2011,,,,,,,,,,
Data Domain,DD510,23-Apr-2007,01-Nov-2009,31-Dec-2014,31-Dec-2014,Yes,No,No,No,No,01-Jul-2011,,,,,,,,,,
Data Domain,DD530,23-Apr-2007,01-Nov-2009,31-Dec-2014,31-Dec-2014,Yes,No,No,No,No,01-Jul-2011,,,,,,,,,,
Data Domain,DD560,22-Nov-2006,31-Dec-2007,30-Jun-2011,30-Jun-2011,Yes,No,No,No,No,01-Oct-2011,,,,,,,,,,
Data Domain,DD560g,22-Nov-2006,31-Dec-2007,30-Jun-2011,30-Jun-2011,Yes,No,No,No,No,01-Oct-2011,,,,,,,,,,
Data Domain,DD565,23-Apr-2007,31-Mar-2010,31-Mar-2015,31-Mar-2015,Yes,No,No,No,No,01-Jul-2011,,,,,,,,,,
Data Domain,DD580,23-Apr-2007,31-Jul-2009,31-Dec-2013,31-Dec-2013,Yes,No,No,No,No,01-Jul-2011,,,,,,,,,,
Data Domain,DD580g,23-Apr-2007,31-Jul-2009,31-Dec-2013,31-Dec-2013,Yes,No,No,No,No,01-Jul-2011,,,,,,,,,,
Data Domain,DD610,15-Aug-2010,30-Jun-2012,31-Mar-2017,31-Mar-2017,Yes,No,Yes,Yes,Yes,30-Sep-2014,,,,,,,,,,
Data Domain,DD620,06-Feb-2012,31-Dec-2014,31-Dec-2019,31-Dec-2019,Yes,No,Yes,No,No,30-Sep-2014,,,,,,,,,,
Data Domain,DD630,15-Aug-2010,30-Jun-2012,31-Mar-2017,31-Mar-2017,Yes,No,Yes,Yes,Yes,30-Sep-2014,,,,,,,,,,
Data Domain,DD640,06-Oct-2011,31-Mar-2014,31-Mar-2019,31-Mar-2019,Yes,Yes,Yes,Yes,Yes,31-Dec-2013,,,,,,,,,,
Data Domain,DD660,08-Aug-2009,10-Dec-2010,31-Dec-2015,31-Dec-2015,Yes,No,No,No,No,01-Oct-2011,,,,,,,,,,
Data Domain,DD670,15-Jul-2010,31-Mar-2014,31-Mar-2019,31-Mar-2019,Yes,Yes,Yes,Yes,Yes,31-Dec-2013,,,,,,,,,,
Data Domain,DD690,24-Nov-2008,30-Jun-2011,30-Jun-2016,30-Jun-2016,Yes,No,No,No,No,01-Oct-2011,,,,,,,,,,
Data Domain,DD690g,24-Nov-2008,30-Sep-2010,30-Sep-2014,30-Sep-2014,Yes,No,No,No,No,01-Oct-2011,,,,,,,,,,
Data Domain,DD7200,15-Nov-2013,,,,Yes,Yes,No,No,No,30-Dec-2013,,,,,,,,,,
Data Domain,DD860,18-Jan-2011,31-Mar-2014,31-Mar-2019,31-Mar-2019,Yes,Yes,Yes,Yes,Yes,31-Dec-2013,,,,,,,,,,
Data Domain,DD880,08-Aug-2009,30-Sep-2011,30-Sep-2016,30-Sep-2016,Yes,No,No,No,No,01-Oct-2011,,,,,,,,,,
Data Domain,DD880g,08-Aug-2009,30-Sep-2010,30-Sep-2014,30-Sep-2014,Yes,No,No,No,No,01-Oct-2011,,,,,,,,,,
Data Domain,DD890,18-Jan-2011,31-Mar-2014,31-Mar-2019,31-Mar-2019,Yes,Yes,Yes,Yes,Yes,31-Dec-2013,,,,,,,,,,
Data Domain,DD990,21-Nov-2012,,,,Yes,Yes,No,No,No,01-Feb-2014,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm8100X ,04-Sep-2014,,,,Yes,Yes,No,No,No,31-Dec-2014,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm1000,09-Apr-2012,13-Jan-2014,31-Jan-2019,31-Jan-2019,Yes,Yes,Yes,Yes,Yes,15-Aug-2014,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm120,31-Aug-2009,02-Feb-2012,28-Feb-2017,28-Feb-2017,Yes,Yes,Yes,Yes,Yes,15-Aug-2014,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm2000,17-Feb-2012,10-Mar-2014,31-Mar-2019,31-Mar-2019,Yes,Yes,Yes,Yes,Yes,15-Aug-2014,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm2100D,04-Sep-2013,,,,Yes,Yes,No,No,No,04-Dec-2013,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm2100V,27-Nov-2013,,,,Yes,Yes,No,No,No,27-Feb-2014,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm4020,01-Dec-2008,09-Apr-2010,09-Apr-2015,09-Apr-2015,Yes,Yes,Yes,Yes,Yes,15-Aug-2014,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm4080,14-Mar-2008,09-Apr-2010,09-Apr-2015,09-Apr-2015,Yes,Yes,Yes,Yes,Yes,15-Aug-2014,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm6000,09-Sep-2011,13-Jan-2014,31-Jan-2019,31-Jan-2019,Yes,Yes,Yes,Yes,Yes,15-Aug-2014,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm8000,15-Nov-2012,12-May-2014,31-May-2019,31-May-2019,Yes,Yes,Yes,Yes,Yes,15-Aug-2014,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm8100V,04-Sep-2013,,,,Yes,Yes,No,No,No,04-Dec-2013,,,,,,,,,,
Disk Library for Mainframe (DLm),DLm960,31-Aug-2009,31-Dec-2011,31-Dec-2016,31-Dec-2016,Yes,Yes,Yes,Yes,Yes,15-Aug-2014,,,,,,,,,,
Elastic Cloud Storage (ECS),G1,26-Jun-2014,,,,Yes,Yes,Yes,Yes,Yes,01-Sep-2014,,,,,,,,,,
EMC Data Manager (EDM),"2640, 3/176, 3/164, 6/176, 9/88 Tape Libraries",01-Nov-1997,31-Jul-1999,31-Jul-2004,31-Jul-2004,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),"520 Series (2/52, 4/52) Tape Library",01-Mar-1995,31-Mar-2000,31-Mar-2005,31-Mar-2005,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),7100 Series Tape Library,01-Feb-1999,30-Nov-2002,31-Mar-2007,31-Mar-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),DLT7000 Tape Drives,,30-Sep-2001,30-Sep-2006,30-Sep-2006,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),Exabyte 18D Tape Drive,01-Sep-1997,30-Sep-1999,31-Dec-2004,31-Dec-2004,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),FC230 Bridge,,31-Mar-2005,31-Mar-2009,31-Mar-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),FC470 Bridge,,31-Dec-2005,31-Mar-2009,31-Mar-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),LTO-1 Tape Drives,,31-Mar-2005,31-Mar-2009,31-Mar-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),LTO-II Tape Drives,,31-Dec-2005,31-Mar-2009,31-Mar-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),P-3000 Series Tape Library,01-Jul-1999,30-Sep-2001,30-Sep-2006,30-Sep-2006,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),P-7000 Series Tape Library,01-Nov-2001,31-Dec-2004,31-Mar-2009,31-Mar-2009,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),Quantum DLT4700 Tape Library,01-Feb-1995,31-May-1998,31-May-2003,31-May-2003,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),Sparc 1000,01-Nov-1995,30-Apr-1997,31-May-2003,31-May-2003,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),Sparc 20 Server,01-Nov-1995,30-Apr-1997,31-May-2003,31-May-2003,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),Ultra 2 Server,01-May-1999,30-Sep-2001,30-Sep-2006,30-Sep-2006,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),Ultra Enterprise 3000 Server,01-Nov-1998,31-Dec-2001,31-Dec-2006,31-Dec-2006,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),Ultra Enterprise 3500 Server,01-Dec-2001,30-Nov-2002,31-Dec-2007,31-Dec-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),Ultra Enterprise 4000 Server,01-Nov-1998,31-Dec-2001,31-Dec-2006,31-Dec-2006,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),Ultra Enterprise 4500 Server,01-Dec-2001,30-Nov-2002,31-Dec-2007,31-Dec-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),Ultra Enterprise 6500 Server,01-Feb-2001,30-Nov-2002,31-Dec-2007,31-Dec-2007,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Data Manager (EDM),V880 Server,01-Oct-2002,30-Jun-2005,30-Jun-2008,30-Jun-2008,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Disk Library (EDL),3D 4000,29-Aug-2008,31-Jan-2010,31-Jan-2015,31-Jan-2015,Yes,No,Yes,Yes,Yes,31-Jan-2011,,,,,,,,,,
EMC Disk Library (EDL),DL210BA,10-Apr-2006,13-Aug-2008,31-Aug-2011,31-Aug-2011,Yes,Yes,Yes,Yes,Yes,31-Jan-2011,,,,,,,,,,
EMC Disk Library (EDL),DL210BA2,13-Aug-2006,31-May-2008,31-May-2013,31-May-2013,Yes,Yes,Yes,Yes,Yes,31-Jan-2011,,,,,,,,,,
EMC Disk Library (EDL),DL300 1.2,01-Dec-2004,30-Sep-2005,30-Sep-2010,30-Sep-2010,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Disk Library (EDL),DL310,01-Sep-2005,30-Apr-2007,30-Apr-2012,30-Apr-2012,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Disk Library (EDL),DL3D 1500,04-Jun-2008,31-Jan-2010,31-Jan-2015,31-Jan-2015,Yes,No,Yes,Yes,Yes,31-Jan-2011,,,,,,,,,,
EMC Disk Library (EDL),DL3D 3000,04-Jun-2008,31-Jan-2010,31-Jan-2015,31-Jan-2015,Yes,No,Yes,Yes,Yes,31-Jan-2011,,,,,,,,,,
EMC Disk Library (EDL),DL4100,01-Nov-2006,30-Apr-2008,30-Apr-2013,30-Apr-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Disk Library (EDL),DL4106,01-Nov-2007,01-Apr-2010,30-Jun-2015,30-Jun-2015,Yes,No,Yes,Yes,Yes,30-Nov-2013,,,,,,,,,,
EMC Disk Library (EDL),DL4200,01-Nov-2006,30-Apr-2008,30-Apr-2013,30-Apr-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Disk Library (EDL),DL4206,01-Nov-2007,01-Apr-2010,30-Jun-2015,30-Jun-2015,Yes,No,Yes,Yes,Yes,30-Nov-2013,,,,,,,,,,
EMC Disk Library (EDL),DL4400,01-Nov-2006,30-Apr-2008,30-Apr-2013,30-Apr-2013,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Disk Library (EDL),DL4406,01-Nov-2007,01-Apr-2010,30-Jun-2015,30-Jun-2015,Yes,No,Yes,Yes,Yes,30-Nov-2013,,,,,,,,,,
EMC Disk Library (EDL),DL5100,15-Mar-2010,31-Dec-2010,31-Dec-2015,31-Dec-2015,Yes,No,Yes,Yes,No,15-Mar-2010,,,,,,,,,,
EMC Disk Library (EDL),DL5200,18-Dec-2009,30-Sep-2011,30-Sep-2016,30-Sep-2016,Yes,No,Yes,Yes,Yes,15-Oct-2011,,,,,,,,,,
EMC Disk Library (EDL),DL700 1.2,01-Dec-2004,30-Sep-2005,30-Sep-2010,30-Sep-2010,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Disk Library (EDL),DL710,01-Sep-2005,30-Apr-2007,30-Apr-2012,30-Apr-2012,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Disk Library (EDL),DL720,01-Sep-2005,30-Apr-2007,30-Apr-2012,30-Apr-2012,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Disk Library (EDL),DL740,01-Sep-2005,30-Apr-2007,30-Apr-2012,30-Apr-2012,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
EMC Disk Library (EDL),DLm4080,02-Sep-2008,,,,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
File Management Appliance,Gen 4,01-Sep-2006,01-Apr-2007,30-Apr-2012,30-Apr-2012,Yes,No,Yes,Yes,no,01-Oct-2010,,,,,,,,,,
File Management Appliance,Gen 5,01-Apr-2007,01-Jul-2008,31-Jul-2013,31-Jul-2013,Yes,No,Yes,Yes,yes,14-Jul-2011,,,,,,,,,,
File Management Appliance,Gen 6,01-Jul-2008,10-Jul-2010,31-Jul-2015,31-Jul-2015,Yes,No,Yes,Yes,yes,14-Jul-2011,,,,,,,,,,
File Management Appliance,Gen 7,10-Jul-2010,01-Apr-2013,31-Mar-2018,31-Mar-2018,Yes,No,Yes,Yes,no,01-May-2013,,,,,,,,,,
File Management Appliance/CTA,Gen 8,19-Sep-2012,,,,Yes,Yes,No,No,No,01-May-2013,,,,,,,,,,
Greenplum Data Computing Appliance V1,GP100,09-Sep-2010,31-Mar-2014,30-Jun-2018,30-Jun-2018,Yes,No,Yes,Yes,Yes,01-May-2014,,,,,,,,,,
Greenplum Data Computing Appliance V1,GP1000,09-Sep-2010,31-Mar-2014,30-Jun-2018,30-Jun-2018,Yes,No,Yes,Yes,Yes,01-May-2014,,,,,,,,,,
Greenplum Data Computing Appliance V2,Unified Analytics Platform,30-Jan-2013, , , ,Yes,No,No,No,No,01-May-2014,,,,,,,,,,
Greenplum Data Computing Appliance V1,GP1000C,18-Mar-2011,31-Mar-2014,30-Jun-2018,30-Jun-2018,Yes,No,Yes,Yes,Yes,01-May-2014,,,,,,,,,,
Greenplum Data Computing Appliance V1,GP100C,18-Mar-2011,31-Mar-2014,30-Jun-2018,30-Jun-2018,Yes,No,Yes,Yes,Yes,01-May-2014,,,,,,,,,,
Greenplum Data Computing Capacity Appliance,GP10C,18-Mar-2011,31-Mar-2014,30-Jun-2018,30-Jun-2018,Yes,No,Yes,Yes,Yes,01-May-2014,,,,,,,,,,
Greenplum Data Integration Accelerator,,18-Mar-2011,31-Mar-2014,30-Jun-2018,30-Jun-2018,Yes,No,Yes,Yes,Yes,01-May-2014,,,,,,,,,,
Invista (1.x),INV-CTL,16-Dec-2005,30-Jun-2007,30-Sep-2009,,Yes,No,No,No,No,31-Jan-2010,,,,,,,,,,
Invista (2.x),INV-CTL2,12-Jun-2007,31-Jan-2011,31-Jan-2016,,Yes,No,No,No,No,28-Feb-2011,,,,,,,,,,
Isilon,108NL,18-Mar-2011,25-Sep-2012,30-Oct-2017,31-Oct-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,36NL,15-Apr-2009,25-Sep-2012,30-Oct-2017,31-Oct-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,72NL,15-Dec-2009,25-Sep-2012,30-Oct-2017,31-Oct-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,EX12000,15-Oct-2007,31-Dec-2011,01-Jan-2017,31-Jan-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,EX6000,15-Mar-2007,31-Dec-2011,01-Jan-2017,31-Jan-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,EX9000,15-Jul-2007,01-May-2010,01-May-2015,31-May-2015,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ Classic,,01-Jul-2004,01-Jul-2007,31-Jul-2007,Yes,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ10000x-SSD,15-Feb-2010,31-Dec-2011,01-Jan-2017,31-Jan-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ12000i,15-Oct-2007,30-May-2008,30-Jun-2013,30-Jun-2013,Yes,Yes,Yes,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ12000x,15-Dec-2007,31-Dec-2011,01-Jan-2017,31-Jan-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ1440,,10-Mar-2006,31-Mar-2009,31-Mar-2009,Yes,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ1920e,15-Mar-2006,30-May-2008,30-Jun-2013,30-Jun-2013,Yes,Yes,Yes,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ1920i,15-Mar-2007,30-May-2008,30-Jun-2013,30-Jun-2013,Yes,Yes,Yes,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ1920x,15-Jan-2008,30-Jun-2011,01-Jul-2016,01-Jul-2016,Yes,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ200 ,15-Jan-2007,28-Aug-2008,28-Aug-2011,28-Aug-2011,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ2250,,10-Mar-2006,31-Mar-2009,31-Mar-2009,Yes,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ3000e,15-Apr-2007,30-May-2008,30-Jun-2013,30-Jun-2013,Yes,Yes,Yes,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ3000i,15-Mar-2007,30-May-2008,30-Jun-2013,30-Jun-2013,Yes,Yes,Yes,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ3000x,15-Oct-2007,01-May-2010,01-May-2015,31-May-2015,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ32000x-SSD,15-Feb-2010,25-Sep-2012,30-Oct-2017,31-Oct-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ36000x,15-Apr-2009,25-Sep-2012,30-Oct-2017,31-Oct-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ4800e,,01-Dec-2006,01-Dec-2011,01-Dec-2011,Yes,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ4800i,,01-Dec-2006,01-Dec-2011,01-Dec-2011,Yes,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ5000S-SSD,15-Sep-2009,31-Dec-2011,01-Jan-2017,31-Jan-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ5400S,15-Mar-2009,31-Dec-2011,01-Jan-2017,31-Jan-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ6000e,15-Mar-2007,30-May-2008,30-Jun-2013,30-Jun-2013,Yes,Yes,Yes,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ6000Ge,15-Mar-2007,30-May-2008,30-Jun-2013,30-Jun-2013,Yes,Yes,Yes,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ6000i,15-Mar-2010,30-May-2008,30-Jun-2013,30-Jun-2013,Yes,Yes,Yes,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ6000x,15-Dec-2007,31-Dec-2011,01-Jan-2017,31-Jan-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ72000x,15-Dec-2009,25-Sep-2012,30-Oct-2017,31-Oct-2017,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ9000i,15-Jul-2007,30-May-2008,30-Jun-2013,30-Jun-2013,Yes,Yes,Yes,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ9000x,15-Dec-2007,01-May-2010,01-May-2015,31-May-2015,Yes,Yes,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,IQ-Accelerator-i,,24-Apr-2010,23-Apr-2015,23-Apr-2015,Yes,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,NL400,02-Apr-2012,,,,No,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,S200,01-Apr-2011,,,,No,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,S210,14-Jul-2014,,,,Yes,Yes,No,No,No,31-Oct-2014,,,,,,,,,,
Isilon,Switch CISCO 48-PORT IB Switch 7008P,02-Oct-2008,30-Apr-2009,30-May-2013,31-May-2013,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch CISCO 96-Port IB Switch,02-Oct-2008,30-Apr-2009,30-May-2013,31-May-2013,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch CISCO TOPSPIN 24-PORT IB Switch,03-Oct-2008,30-Apr-2009,30-May-2013,31-May-2013,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch FLEXTRONICS 24-PORT DDR IB Switch,25-Feb-2009,01-Aug-2011,30-Dec-2016,31-Dec-2016,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch FLEXTRONICS 8-PORT IB Switch,03-Oct-2008,01-Aug-2011,30-Dec-2016,31-Dec-2016,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch MELLANOX 18-PORT QDR IB Switch *,05-May-2011,,,,No,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,Switch MELLANOX 24-PORT IB Switch,03-Oct-2008,,,,No,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,Switch MELLANOX 36-PORT QDR IB Switch,05-May-2011,20-Aug-2013,31-Aug-2018,31-Aug-2018,Yes,Yes,Yes,Yes,Yes,20-Aug-2013,,,,,,,,,,
Isilon,Switch MELLANOX 8-PORT QDR IB Switch,03-Oct-2008,,,,Yes,Yes,Yes,Yes,Yes,22-Mar-2013,,,,,,,,,,
Isilon,Switch QLOGIC 18-PORT QDR IB Switch, , , , ,No,No,No,No,No,22-Mar-2013,,,,,,,,,,
Isilon,Switch QLOGIC 24-PORT QDR UPGRADE LEAF,02-May-2011,,,,No,No,No,No,No,22-Mar-2013,,,,,,,,,,
